key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_keyboard.rt,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,instr_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6632,0,,,,,,,,,,,,,,m,0,0.6632,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,154,154,110,1,CRUNK,LB,old,z,./images/CRUNKLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5789,0,,,,,,,,,,,,,,m,0,0.5789,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,155,155,166,1,SHORY,HB,old,z,./images/SHORYHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4582,1,,,,,,,,,,,,,,m,1,0.4582,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,156,156,24,1,SCREW,C,old,m,./images/SCREW.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.662,1,,,,,,,,,,,,,,m,1,0.662,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,157,157,22,1,MELON,HB,old,m,./images/MELONHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5831,1,,,,,,,,,,,,,,z,1,0.5831,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,158,158,125,1,MOOKY,LB,old,z,./images/MOOKYLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5834,1,,,,,,,,,,,,,,z,1,0.5834,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,159,159,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4808,1,,,,,,,,,,,,,,m,1,0.4808,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,160,160,6,1,SQUARE,C,old,m,./images/SQUARE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5239,1,,,,,,,,,,,,,,m,1,0.5239,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,161,161,39,1,SHELF,C,old,m,./images/SHELF.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5253,1,,,,,,,,,,,,,,m,1,0.5253,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,162,162,33,1,MAGGOT,C,old,m,./images/MAGGOT.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.9426,1,,,,,,,,,,,,,,m,1,0.9426,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,163,163,73,1,SNACK,HB,old,m,./images/SNACKHB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.495,1,,,,,,,,,,,,,,m,1,0.495,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,164,164,81,1,POODLE,C,old,m,./images/POODLE.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5936,1,,,,,,,,,,,,,,z,1,0.5936,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,165,165,146,1,MOOST,LB,old,z,./images/MOOSTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6166,1,,,,,,,,,,,,,,z,1,0.6166,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,166,166,158,1,EGECT,LB,old,z,./images/EGECTLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.8454,1,,,,,,,,,,,,,,z,1,0.8454,,,,,,,,-0.27962963,0.143518519,0,0,0,,0,167,167,84,1,HAXES,C,old,z,./images/HAXES.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How likely will it be that you will recognize the words presented very blurred on a scale of 0 (not likely) to 100 (most likely)?,,,,,,0.000925926,-0.406481481,1,0,0,jol_adv,3,7.0397,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How likely will it be that you will recognize the words presented slighly blurred on a scale of 0 (not likely) to 100 (most likely)?,,,,,,,,,,,,4,2.8782,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How likely will it be that you will recognize the words presented clearly on a scale of 0 (not likely) to 100 (most likely)?,,,,,,,,,,,,6,2.4717,0,2,2,0,1,,,,,,,,,,,,,,,,,,,,,
,,-0.050925926,-0.384259259,1,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr_done_button,0,0,0,0,1,,,,,,,,,,,,,,,
space,5.5143,-0.756481481,-0.137962963,0,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,
space,1.9403,-0.756481481,-0.137962963,0,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,,,,,,
,,0.093518519,-0.388888889,1,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr_done_button,3,0,3,0,1,,,,,,,,,,,,,,,
,,-0.022222222,-0.396296296,1,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr_done_button,4,0,4,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,2.5275,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,BOILER,C,z,m,./images/BOILER.png,,,,,,,,,,,,,,,,,,,,,,z,1,2.5275,,,,,,,,0,0,0,120,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6882,0,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,TOWEL,HB,z,m,./images/TOWELHB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.6882,,,,,,,,0,1,1,85,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7227,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,BANANA,HB,z,m,./images/BANANAHB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.7227,,,,,,,,0,2,2,154,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.8007,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,NOOSE,C,m,m,./images/NOOSE.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.8007,,,,,,,,0,3,3,72,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5944,0,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,DRILL,C,z,m,./images/DRILL.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.5944,,,,,,,,0,4,4,165,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5212,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,LIZARD,LB,m,m,./images/LIZARDLB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.5212,,,,,,,,0,5,5,44,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5304,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,JELLY,HB,m,m,./images/JELLYHB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.5304,,,,,,,,0,6,6,64,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4676,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,CEMENT,LB,m,m,./images/CEMENTLB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.4676,,,,,,,,0,7,7,74,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4467,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,WALRUS,LB,m,m,./images/WALRUSLB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.4467,,,,,,,,0,8,8,23,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.763,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,SPORT,C,m,m,./images/SPORT.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.763,,,,,,,,0,9,9,48,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5714,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,LITTER,C,m,m,./images/LITTER.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.5714,,,,,,,,0,10,10,78,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7387,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,STRING,LB,m,m,./images/STRINGLB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.7387,,,,,,,,0,11,11,41,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.4753,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,JAGUAR,C,m,m,./images/JAGUAR.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.4753,,,,,,,,0,12,12,18,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5266,0,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,WALNUT,C,z,m,./images/WALNUT.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.5266,,,,,,,,0,13,13,84,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.56,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,MAGGOT,C,m,m,./images/MAGGOT.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.56,,,,,,,,0,14,14,33,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7281,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,CANOE,HB,z,m,./images/CANOEHB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.7281,,,,,,,,0,15,15,142,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.9769,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,FLASK,C,z,m,./images/FLASK.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.9769,,,,,,,,0,16,16,156,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.8643,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,BUNNY,HB,z,m,./images/BUNNYHB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.8643,,,,,,,,0,17,17,97,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5959,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,SCREW,C,m,m,./images/SCREW.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.5959,,,,,,,,0,18,18,24,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6187,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,MOSQUE,HB,m,m,./images/MOSQUEHB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.6187,,,,,,,,0,19,19,43,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,1.0719,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,STEAK,HB,z,m,./images/STEAKHB.png,,,,,,,,,,,,,,,,,,,,,,z,1,1.0719,,,,,,,,0,20,20,115,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7069,0,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,DRUMS,HB,m,m,./images/DRUMSHB.png,,,,,,,,,,,,,,,,,,,,,,z,0,0.7069,,,,,,,,0,21,21,49,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7405,0,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,ALLEY,HB,z,m,./images/ALLEYHB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.7405,,,,,,,,0,22,22,139,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6292,0,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,CASINO,HB,z,m,./images/CASINOHB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.6292,,,,,,,,0,23,23,112,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7545,0,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,COOKER,C,m,m,./images/COOKER.png,,,,,,,,,,,,,,,,,,,,,,z,0,0.7545,,,,,,,,0,24,24,69,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.7785,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,CLOUD,LB,z,m,./images/CLOUDLB.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.7785,,,,,,,,0,25,25,110,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5459,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,STAIN,C,z,m,./images/STAIN.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.5459,,,,,,,,0,26,26,90,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,2.2743,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,HAMMER,C,z,m,./images/HAMMER.png,,,,,,,,,,,,,,,,,,,,,,z,1,2.2743,,,,,,,,0,27,27,159,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,1.4368,0,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,DIVER,C,z,m,./images/DIVER.png,,,,,,,,,,,,,,,,,,,,,,m,0,1.4368,,,,,,,,0,28,28,93,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6672,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,BARREL,LB,m,m,./images/BARRELLB.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.6672,,,,,,,,0,29,29,32,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6772,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,GRAIN,C,m,m,./images/GRAIN.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.6772,,,,,,,,0,30,30,75,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.8083,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,CHAIN,C,z,m,./images/CHAIN.png,,,,,,,,,,,,,,,,,,,,,,z,1,0.8083,,,,,,,,0,31,31,126,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6701,0,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,VALLEY,LB,z,m,./images/VALLEYLB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.6701,,,,,,,,0,32,32,152,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6974,1,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,TOMATO,C,m,m,./images/TOMATO.png,,,,,,,,,,,,,,,,,,,,,,m,1,0.6974,,,,,,,,0,33,33,0,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.6597,0,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,BRUSH,LB,z,m,./images/BRUSHLB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.6597,,,,,,,,0,34,34,143,1
,,,,,,,,,,,,,,,,,5e2093a7e10aa2000c631268,31,2022-02-12_13h16.43.049,lexical_decision_task_DD,2021.2.3,Win32,59.94485074,,,,,,,,,,,0.5678,0,,,,,,,,,,,,,,,,,,,,,,,,-0.022222222,-0.396296296,0,0,0,,,,,,,GLOVE,HB,z,m,./images/GLOVEHB.png,,,,,,,,,,,,,,,,,,,,,,m,0,0.5678,,,,,,,,0,35,35,157,1
