key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,break_done_keyboard.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.493,0,,,,,,,,,,,,,,,,,,,,,,,,0.024444444,-0.308888889,0,0,0,,,,,,,STOVE,C,z,y,./images/STOVE.png,,,,,,,,m,0,0.493,,,,,,,,0,5,5,86,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.561,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,SMOKER,C,m,y,./images/SMOKER.png,,,,,,,,m,1,0.561,,,,,,,,0,6,6,26,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.492,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,MUSCLE,LB,m,y,./images/MUSCLELB.png,,,,,,,,m,1,0.492,,,,,,,,0,7,7,4,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.042,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,BONNET,C,m,y,./images/BONNET.png,,,,,,,,m,1,0.042,,,,,,,,0,8,8,11,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.292,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,STRING,C,m,y,./images/STRING.png,,,,,,,,m,1,0.292,,,,,,,,0,9,9,41,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.631,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,TIGER,LB,z,y,./images/TIGERLB.png,,,,,,,,m,0,0.631,,,,,,,,0,10,10,121,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.694,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,PLANK,LB,m,y,./images/PLANKLB.png,,,,,,,,m,1,0.694,,,,,,,,0,11,11,1,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.594,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,CRUST,LB,m,y,./images/CRUSTLB.png,,,,,,,,m,1,0.594,,,,,,,,0,12,12,79,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.859,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,DANCER,HB,z,y,./images/DANCERHB.png,,,,,,,,z,1,0.859,,,,,,,,0,13,13,105,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.776,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,POSTER,C,z,y,./images/POSTER.png,,,,,,,,z,1,0.776,,,,,,,,0,14,14,137,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.746,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,JAGUAR,HB,m,y,./images/JAGUARHB.png,,,,,,,,z,0,0.746,,,,,,,,0,15,15,18,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.109,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,BOILER,HB,z,y,./images/BOILERHB.png,,,,,,,,m,0,0.109,,,,,,,,0,16,16,120,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.159,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,PENCE,LB,m,y,./images/PENCELB.png,,,,,,,,m,1,0.159,,,,,,,,0,17,17,16,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.042,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,TORCH,C,m,y,./images/TORCH.png,,,,,,,,m,1,0.042,,,,,,,,0,18,18,68,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.001,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,ALLEY,LB,z,y,./images/ALLEYLB.png,,,,,,,,z,1,0.001,,,,,,,,0,19,19,139,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.147,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,FLESH,HB,z,y,./images/FLESHHB.png,,,,,,,,m,0,0.147,,,,,,,,0,20,20,108,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.259,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,KITTEN,HB,m,y,./images/KITTENHB.png,,,,,,,,z,0,0.259,,,,,,,,0,21,21,45,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.159,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,FARMER,C,m,y,./images/FARMER.png,,,,,,,,z,0,0.159,,,,,,,,0,22,22,65,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.013,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,DIVER,HB,z,y,./images/DIVERHB.png,,,,,,,,m,0,0.013,,,,,,,,0,23,23,93,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.042,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,HEATER,C,z,y,./images/HEATER.png,,,,,,,,m,0,0.042,,,,,,,,0,24,24,140,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.676,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,BERRY,C,m,y,./images/BERRY.png,,,,,,,,m,1,0.676,,,,,,,,0,25,25,47,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.193,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,PEARL,LB,m,y,./images/PEARLLB.png,,,,,,,,m,1,0.193,,,,,,,,0,26,26,46,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.041,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,TOMATO,HB,m,y,./images/TOMATOHB.png,,,,,,,,m,1,0.041,,,,,,,,0,27,27,0,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.125,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,BAMBOO,C,z,y,./images/BAMBOO.png,,,,,,,,m,0,0.125,,,,,,,,0,28,28,89,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,2.075,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,CLIFF,C,z,y,./images/CLIFF.png,,,,,,,,z,1,2.075,,,,,,,,0,29,29,92,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.208,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,MOSQUE,LB,m,y,./images/MOSQUELB.png,,,,,,,,z,0,0.208,,,,,,,,0,30,30,43,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.029,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,STAIN,HB,z,y,./images/STAINHB.png,,,,,,,,m,0,0.029,,,,,,,,0,31,31,90,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.046,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,KIDNEY,HB,m,y,./images/KIDNEYHB.png,,,,,,,,z,0,0.046,,,,,,,,0,32,32,21,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.226,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,GARDEN,LB,z,y,./images/GARDENLB.png,,,,,,,,z,1,0.226,,,,,,,,0,33,33,94,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.209,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,CANYON,LB,m,y,./images/CANYONLB.png,,,,,,,,m,1,0.209,,,,,,,,0,34,34,34,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.109,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,SUNSET,LB,m,y,./images/SUNSETLB.png,,,,,,,,m,1,0.109,,,,,,,,0,35,35,82,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.192,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,WALRUS,C,m,y,./images/WALRUS.png,,,,,,,,z,0,0.192,,,,,,,,0,36,36,23,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.027,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,TULIP,C,m,y,./images/TULIP.png,,,,,,,,m,1,0.027,,,,,,,,0,37,37,8,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.08,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,MUFFIN,LB,m,y,./images/MUFFINLB.png,,,,,,,,m,1,0.08,,,,,,,,0,38,38,55,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.06,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,BUTTER,HB,z,y,./images/BUTTERHB.png,,,,,,,,m,0,0.06,,,,,,,,0,39,39,111,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.111,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,FERRY,HB,z,y,./images/FERRYHB.png,,,,,,,,m,0,0.111,,,,,,,,0,40,40,141,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.043,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,space,,,,,,MEDAL,C,z,y,./images/MEDAL.png,,1.014,,,,,,m,0,0.043,,,,,,,,0,41,41,95,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.043,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,QUILL,LB,m,y,./images/QUILLLB.png,,,,,,,,z,0,0.043,,,,,,,,0,42,42,31,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.13,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,BASKET,C,z,y,./images/BASKET.png,,,,,,,,m,0,0.13,,,,,,,,0,43,43,128,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.125,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,PURSE,C,m,y,./images/PURSE.png,,,,,,,,m,1,0.125,,,,,,,,0,44,44,62,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.043,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,COLLAR,HB,z,y,./images/COLLARHB.png,,,,,,,,m,0,0.043,,,,,,,,0,45,45,99,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.008,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,MAGGOT,HB,m,y,./images/MAGGOTHB.png,,,,,,,,z,0,0.008,,,,,,,,0,46,46,33,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.342,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,SHELF,HB,m,y,./images/SHELFHB.png,,,,,,,,z,0,0.342,,,,,,,,0,47,47,39,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.326,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,CASINO,LB,z,y,./images/CASINOLB.png,,,,,,,,m,0,0.326,,,,,,,,0,48,48,112,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,1.027,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,MONKEY,HB,z,y,./images/MONKEYHB.png,,,,,,,,z,1,1.027,,,,,,,,0,49,49,129,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.027,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,CHALK,LB,z,y,./images/CHALKLB.png,,,,,,,,z,1,0.027,,,,,,,,0,50,50,109,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.063,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,WRIST,LB,m,y,./images/WRISTLB.png,,,,,,,,m,1,0.063,,,,,,,,0,51,51,25,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.047,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,GREASE,HB,m,y,./images/GREASEHB.png,,,,,,,,m,1,0.047,,,,,,,,0,52,52,15,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.198,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,MELON,LB,m,y,./images/MELONLB.png,,,,,,,,m,1,0.198,,,,,,,,0,53,53,22,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.076,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,BELLY,LB,m,y,./images/BELLYLB.png,,,,,,,,m,1,0.076,,,,,,,,0,54,54,10,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.208,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,BUNNY,LB,z,y,./images/BUNNYLB.png,,,,,,,,z,1,0.208,,,,,,,,0,55,55,97,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.042,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,PLANET,C,z,y,./images/PLANET.png,,,,,,,,m,0,0.042,,,,,,,,0,56,56,164,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,1.559,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.308888889,0,0,0,,,,,,,BUBBLE,C,z,y,./images/BUBBLE.png,,,,,,,,z,1,1.559,,,,,,,,0,57,57,155,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.809,1,,,,,,,,,,,,,,,,,,,,,,,,0.026666667,-0.313333333,0,0,0,,,,,,,PARADE,C,z,y,./images/PARADE.png,,,,,,,,z,1,0.809,,,,,,,,0,58,58,101,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.337,1,,,,,,,,,,,,,,,,,,,,,,,,0.038888889,-0.283333333,0,0,0,,,,,,,PISTOL,C,z,y,./images/PISTOL.png,,,,,,,,z,1,0.337,,,,,,,,0,59,59,113,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,1.008,0,,,,,,,,,,,,,,,,,,,,,,,,0.032222222,-0.282222222,0,0,0,,,,,,,WHEEL,C,z,y,./images/WHEEL.png,,,,,,,,m,0,1.008,,,,,,,,0,60,60,161,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.075,0,,,,,,,,,,,,,,,,,,,,,,,,0.032222222,-0.282222222,0,0,0,,,,,,,WHISKY,C,z,y,./images/WHISKY.png,,,,,,,,m,0,0.075,,,,,,,,0,61,61,167,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.008,1,,,,,,,,,,,,,,,,,,,,,,,,0.032222222,-0.282222222,0,0,0,,,,,,,BAKER,HB,z,y,./images/BAKERHB.png,,,,,,,,z,1,0.008,,,,,,,,0,62,62,147,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.008,0,,,,,,,,,,,,,,,,,,,,,,,,0.032222222,-0.282222222,0,0,0,,,,,,,STATUE,HB,z,y,./images/STATUEHB.png,,,,,,,,m,0,0.008,,,,,,,,0,63,63,150,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.614,1,,,,,,,,,,,,,,,,,,,,,,,,0.032222222,-0.282222222,0,0,0,,,,,,,CRADLE,C,m,y,./images/CRADLE.png,,,,,,,,m,1,0.614,,,,,,,,0,64,64,20,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.077,0,,,,,,,,,,,,,,,,,,,,,,,,0.032222222,-0.282222222,0,0,0,,,,,,,BRUSH,C,z,y,./images/BRUSH.png,,,,,,,,m,0,0.077,,,,,,,,0,65,65,143,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.511,1,,,,,,,,,,,,,,,,,,,,,,,,0.032222222,-0.282222222,0,0,0,,,,,,,PIMPLE,C,m,y,./images/PIMPLE.png,,,,,,,,m,1,0.511,,,,,,,,0,66,66,71,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.244,0,,,,,,,,,,,,,,,,,,,,,,,,0.032222222,-0.282222222,0,0,0,,,,,,,SCREW,HB,m,y,./images/SCREWHB.png,,,,,,,,z,0,0.244,,,,,,,,0,67,67,24,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.463,1,,,,,,,,,,,,,,,,,,,,,,,,0.032222222,-0.282222222,0,0,0,,,,,,,FENCE,C,z,y,./images/FENCE.png,,,,,,,,z,1,0.463,,,,,,,,0,68,68,98,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.159,1,,,,,,,,,,,,,,,,,,,,,,,,0.031111111,-0.281111111,0,0,0,,,,,,,SKIING,C,m,y,./images/SKIING.png,,,,,,,,m,1,0.159,,,,,,,,0,69,69,17,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.111,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.275555556,0,0,0,,,,,,,JELLY,LB,m,y,./images/JELLYLB.png,,,,,,,,m,1,0.111,,,,,,,,0,70,70,64,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.226,1,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.275555556,0,0,0,,,,,,,WEASEL,C,m,y,./images/WEASEL.png,,,,,,,,m,1,0.226,,,,,,,,0,71,71,80,1
,,,,,,,,,,,,,,,,,198781,18,2022-01-29_13h34.55.712,lexical_decision_task_DD_L2,2021.2.3,MacIntel,111.1111111,,,,,,,,,,,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,0.023333333,-0.275555556,0,0,0,,,,,,,CLOWN,LB,z,y,./images/CLOWNLB.png,,,,,,,,m,0,0.001,,,,,,,,0,72,72,106,1
